Bug text,Issue key,Story point
"Bind mount of _docker/drupal into Drupal container causes deployment issues h3. Problem

Currently we bind mount _docker/drupal into the Drupal container via this definition in the docker-compose.yml for each environment:

{code}
drupal:
    ...
    volumes:
      - ../../drupal:/var/www/drupal
{code}

Essentially this means that Drupal is using part of the Git checkout as its workspace. This is causing several problems when I'm trying to get the pull request job to work:

# Because the Drupal container is running as user root, any files or folders touched by the root user cannot be deleted by the Jenkins slave with a subsequent job runs. This causes any subsequent job to fail, meaning that we need to be very vigilant to make sure this does not happen. As a work-around, I have managed to synchronise the apache user id and jenkins_developer id to ensure file ownership permissions are correct.
# As a side-effect of the above, when developing on your local machine and running the Drupal instance, if you do not have the same id as the jenkins_developer (1000), parts of your Git repository suddenly become unreadable/unwritable. The only current solution is to 'chown' the repository back to something that works for you. This would suggest that we need to allow the user to parameterise the uid of the apache user based upon their environment, or list it as a known problem
# It is not possible to run a ""retest this please"" or re-run a build where Drupal is already running because of the bind mounted '/var/www/drupal/web/images' and '/var/www/drupal/web/fonts'. When Jenkins tries to reset the workspace to re-run the job, it cannot remove these directories as they are in use by the drupal container. The only way around this would be to add a pre-checkout step to all Jenkins builds that stops all containers first. 

Given the above, my feeling is that using the `_docker/drupal` directory as a bind mount that is written to by the Drupal container is not the correct way to be doing things and is going to cause us more problems in the future.

h3. Potential Solution

My initial thought is that an alternative approach is to 'COPY' the _drupal directory into the Drupal container at build time. This means that the Drupal container can happily write to this file-system without impacting upon the Git repository checkout. This should resolve all file system permission issues above and also prevent us from having to configure pre-checkout build steps to stop any containers. So this would mean a change to the Dockerfile for the Drupal container to include something like:

{code}
COPY . /var/www/
{code}

A down-side I can see to this is that each time you run the container, you have to wait for composer to install again. I don't immediately have a solution for this, but I think we may just have to roll with that. 

Secondly we have to now explicitly bind mount in the rhd.settings.php and rhd.settings.yml files as the main drupal filesystem is no longer bind-mounted. So the docker-compose.yml would end up looking something like:

{code}
drupal:
    build: ../../drupal
    ports:
      - ""80""
    links:
      - drupalmysql
      - searchisko
    volumes:
      - ./rhd.settings.php:/var/www/drupal/web/sites/default/rhd.settings.php
      - ./rhd.settings.yml:/var/www/drupal/web/sites/default/rhd.settings.yml
      - ../../../images:/var/www/drupal/web/images
      - ../../../stylesheets/fonts:/var/www/drupal/web/fonts
{code}

The rhd.settings.php and rhd.settings.yml files would need to exist before the container starts otherwise the bind-mount will fail. This is not a problem for the drupal-dev, drupal-staging and drupal-production environments as these files willl contain only known values and therefore don't need to be templated.

However for the drupal-pull-request environment, the rhd.settings.yml file needs to be templated, so the templating process needs to be split into 2:

# Create the rhd.settings.yml file before starting the container so the bind mount will work
# As soon as the container has booted, template the contents of the rhd.settings.yml file with the correct endpoints





",DEVELOPER-3202,5.0
"Drupal backups are no longer working due to docker-compose.yml error It appears that I've broken the structure of the drupal-production docker-compose.yml which is preventing backups from running.

Definition of Done

* Backups should be working",DEVELOPER-3175,2.0
"RHD Microsite and RHD Developer Solution Overview content types are not published by default After running '--run-the-stack', any content that is of type RHD Microsite or RHD Solution Overview is in the ""unpublished"" state.

*Definition of Done*

* Content of type RHD Microsite imported via Awestruct should be automatically published
* Content of type RHD Solution Overview imported via Awestruct should be automatically published",DEVELOPER-3138,3.0
"Docker images do not build in Drupal staging or production environments due to being behind a HTTP proxy The docker images for the project do not build on the Drupal staging or Drupal production environments because any command in the Dockerfile that needs Internet access will fail as they must use a HTTP proxy.

*Definition of Done*

* The project images can successfully build in the staging and production environments.",DEVELOPER-3083,5.0
"Cannot decrypt the vault on Drupal staging or Drupal production environments It is not possible to decrypt the vault on Drupal production or staging environments.

*Definition of Done*

* The vault can be decrypted in Drupal staging and production environments
* Any documentation relating to setup of servers for vault decrypting is updated
",DEVELOPER-3082,3.0
"'npm install' is not invoked during build of Drupal resources When I try to build the Drupal site on any of the drupal environments, the build will fail unless I manully run 'npm install' as the user running the build.

This should be executed as part of the control.rb script so that I don't need to do anything else other than run the script.

*Definition of Done*

* npm install is invoked on behalf of the user when running the control.rb scripts",DEVELOPER-3081,2.0
"Remove provide feedback from pages. Currently in the Drupal build of the site, all pages have a 'Provide Feedback' link on the right-hand side. See: https://www.dropbox.com/s/b29mscevyk4fhkx/Screenshot%202016-05-16%2010.23.07.png?dl=0

This should only be on '/vjbug'

h2. Definition of Done 
* Visit '/vjbug' and ensure the 'Provide Feedback' link *is* present.
* Visit '/' and  ensure the 'Provide Feedback' link *is not* present.
* Visit a few other pages on the site and ensure the 'Provide Feedback' link *is not* present.",DEVELOPER-3032,3.0
"Drupal downloads page has css issues on the popular downloads cards 1. Visit: http://atholl.eng.hst.ams2.redhat.com:33777/downloads
* Notice the 'DOWNLOAD' buttons (in 'most popular' area) are misaligned compared to production.
* https://www.dropbox.com/s/884qoaq67jzave0/Screenshot%202016-04-29%2010.32.06.png?dl=0

h2. Definition of Done

The 'DOWNLOAD' buttons (in 'most popular' area) mirror production's 'DOWNLOAD' buttons (in 'most popular' area).",DEVELOPER-2982,5.0
"Importing content into Drupal should be idempotent In order to support the deployment of changes to a Drupal containing existing content, the content import process must be idempotent.  

*Definition of Done*

* The content import process can be immediately re-run against a Drupal instance that already contains the exact same content and finish without error
* The content import process can be run against a Drupal already containing content to import a single new piece of content
* The content import process can be run against a Drupal already containing content to edit an existing piece of content.",DEVELOPER-2975,8.0
"Drupal quickstart and demo pages are not working 1. Visit: http://atholl.eng.hst.ams2.redhat.com:33777/demos/jbossdemocentral-bpms-fuse-travel-agency-integration/index.html
and http://atholl.eng.hst.ams2.redhat.com:33777/quickstarts/fuse/beginner/camel-errorhandler/index.html
h2. Definition of Done
# Demos/Quickstarts are properly displayed (in relation to RHD production).",DEVELOPER-2950,3.0
"Drupal event page has css issues on the event cards 1. Visit: http://atholl.eng.hst.ams2.redhat.com:33777/events
* Notice the event cards' learn more tabs are misaligned compared to production.
* https://www.dropbox.com/s/bdpx7sw09oa88x7/EventsDrupalIssue.jpg?dl=0

h2. Definition of Done

The event cards mirror production's event cards",DEVELOPER-2949,5.0
"Drupal product pages ToC links navigate to wrong relative locations 1. Visit: http://atholl.eng.hst.ams2.redhat.com:33777/products/fuse/overview and click on the learn link.
* Notice that the links navigate up two directories instead of one to http://atholl.eng.hst.ams2.redhat.com:33777/products/learn 

h2. Definition of Done

All Drupal product pages have (left-hand nav) links that navigate properly (Use the production version of the page for refrence)",DEVELOPER-2948,5.0
"Drupal Fuse Connectors page is not consistent with RHD production 1. Visit: http://atholl.eng.hst.ams2.redhat.com:33777/products/fuse/connectors
* Compared to http://developers.redhat.com/products/fuse/connectors/, only Facebook is showing up in the drupal version


h2. Definition of Done
# The drupal fuse connectors page looks the same as the connectors page in production.
",DEVELOPER-2947,5.0
"Fix JavaScript errors in Drupal There is one JavaScript error coming from the vjbug javascript in drupal. Should be a simple fix just testing for an element before we actually do any of the logic.

h2. Steps to Reproduce
Visit http://atholl.eng.hst.ams2.redhat.com:33777/resources/ and observe the following in the JS console: 
{code}
Uncaught TypeError: Cannot read property 'innerHTML' of null
{code}

This also happens on every other page except: http://atholl.eng.hst.ams2.redhat.com:33777/vjbug

h2. Definition of Done
* The above javascript error does not appear on any of the pages. Check:
** http://atholl.eng.hst.ams2.redhat.com:33777/vjbug
** http://atholl.eng.hst.ams2.redhat.com:33777/
** http://atholl.eng.hst.ams2.redhat.com:33777/resources
",DEVELOPER-2833,8.0
"Missing JavaScript files for drupal The following files are missing in drupal:

javascripts/vendor/moment.js
javascripts/vendor/picker.js
javascripts/vendor/picker.date.js
javascripts/topics.js
javascripts/datepicker-init.js
javascripts/latest.js
javascripts/events.js
javascripts/contributors-quiz.js
javascripts/vjbug-jira-collector.js
javascripts/vjbug.js

h2. Definition of Done
# The above files have been added to Drupal.
# The reviewer is happy and confirm that all files have been added to Drupal.
",DEVELOPER-2796,5.0
"Do not trigger automatical download when user visits download landing page again (after back button usage). When you download something from /downloads page then you ends on page with thank you box + JS starts download. It's quite common then you click around and it happens that you use back button in browser. Once you visit the page again the JS triggers download again.

This needs to be detected and do not to trigger automatical download again. If user needs to download it again then he can use ""direct link"" in thank you box.",DEVELOPER-2788,5.0
