Bug text root form,Issue key,Story point
"hyperloop : build n't work 5.4.0 current , hyperloop work latest master , move < run-on-main-thread/ > flag < io > section root level tiapp.xml . becaus make main-thread enabl default peopl wo n't flag new project , need remov check cli hook .",TIMOB-20602,8
window : support l10n applic name support local applic name . see also : [ window 8.1 store app : local inform describ app users|http : //msdn.microsoft.com/en-us/library/hh454044.aspx ],TIMOB-20481,5
window : implement miss ti.local function implement miss { { ti.local } } properti . - ti.locale.getcurrencycod - ti.locale.getcurrencysymbol - ti.locale.getlocalecurrencysymbol - ti.locale.formattelephonenumb,TIMOB-20480,5
window : implement miss ti.local properti implement miss { { ti.local } } properti . - ti.locale.currentcountri - ti.locale.currentlanguag - ti.locale.currentlocal,TIMOB-20478,5
"hyperloop re-writ sourc js fail subsequ clean build i post first ( length ) info reproduc so : http : //stackoverflow.com/questions/35663301/hyperloop-is-re-writing-source-js-then-failing-subsequent-clean-build i 've updat latest 5.2.0.ga tri simpl hyperloop test app . build app caus refer hyperloop code sourc javascript re-written . then fail next rebuild due skip hyperloop compil , usag found ... error , sinc js code re-written ...",TIMOB-20469,8
"main thread : ti.stream undefin enabl run via liveview when set < run-on-main-thread > true < /run-on-main-thread > run app io emul liveview turn , throw : undefin object ( evalu 'ti.stream.pump ' ) app.j ( line 231 ) . [ error ] : script error { [ error ] : column = 16 ; [ error ] : line = 231 ; [ error ] : messag = `` undefin object ( evalu 'ti.stream.pump ' ) '' ; [ error ] : sourceurl = `` file : ///users/ophir/library/developer/coresimulator/devices/046ecc44-60ec-4d29-b67e-a3370829eee7/data/containers/bundle/application/fc02ddce-6e69-488e-be43-bcfe5c27f7c3/memoriez.app/app.j '' ; [ error ] : } these io set : < enable-launch-screen-storyboard > true < /enable-launch-screen-storyboard > < use-app-thin > true < /use-app-thin > < run-on-main-thread > true < /run-on-main-thread > < use-jscore-framework > true < /use-jscore-framework > if i set run-on-main-thread fals show error messag liveview work .",TIMOB-20425,5
window : ti.platform.vers hard-cod window 10 we current ti.platform.vers hard-cod `` 10.0 '' window 10 . we investig get full version string ( n't code work window 8.1 work window 10 ? ),TIMOB-20171,5
"window : platform.vers window 10 { { ti.ui.platform.vers } } return valid os version window 10 . it seem 's return driver version someth ( surfac pro 3 ) , [ pr 512|http : //github.com/appcelerator/titanium_mobile_windows/pull/512 ] i 've implement return fix number { { `` 10.0 '' } } workaround .",TIMOB-20167,5
window : window.fullscreen window 10 n't work { { ti.ui.window.fullscreen } } properti implement window 10 . { code : javascript } var win = ti.ui.createwindow ( { fullscreen : true } ) ; win.open ( ) ; { code },TIMOB-20166,5
"window : window 10 mobil requir pfx when tri deploy win 10 mobil app , requir certs/key like window store app . we need detect 's pfx gener one like store ( cheat copi temporari one cmake 's templates/window folder use ) . we probabl use temporari key dev , gener actual pfx publishing/deploy .",TIMOB-20097,5
"android : fix crash due gc ui nativ proxi hyperloop if gener nativ ui proxi ( say android.view.view ) add titanium ui , see crash ui gced . thi bee easili seen hyperloop-exampl repo . onc go exampl gener nativ view add ui titanium ( like say anim view exampl ) go back main list - caus gc element view , see crash app .",TIMOB-19903,8
tio2 : io devic work tio2 use latest ioslib { { tio2 -- sdk 5.1.0.v20151026164636 -- platform io -- target devic ./ } } titanium_mobile_test give error : { code } 2015-11-02t08:39:16.573z - tio2 : write new app.j : /var/folders/d5/xkn1gy8s6s70j_gch8wn6rwm0000gp/t/tio2_115102-89535-zdsy23/resources/app.j typeerror : can read properti 'udid ' undefin /usr/local/lib/node_modules/tio2/lib/suite.js:525:132 /usr/local/lib/node_modules/tio2/node_modules/ioslib/lib/provisioning.js:311:11 /usr/local/lib/node_modules/tio2/node_modules/ioslib/lib/provisioning.js:242:11 fsreqwrap.cb [ oncomplet ] ( fs.js:212:19 ) { code },TIMOB-19841,8
"titanium_mobile_test : test suit unabl build due miss defaulticon.png when execut tio2 test suit titanium_mobile_test repo , fail miss defaulticon.png .",TIMOB-19840,5
"cardview : contentpad ( x ) cardcornerradiu use default unit the follow sampl attach screenshot demonstr 5 { { contentpad } } properti { { cardcornerradiu } } use default unit number use { { px } } . it use default unit like view . { code : javascript } var win = ti.ui.createwindow ( { layout : 'vertical' } ) ; var card = ti.ui.android.createcardview ( { top : 20 , left : 20 , right : 20 , contentpad : 20 , cardcornerradiu : 20 } ) ; card.add ( ti.ui.createlabel ( { text : 'pad and text not as expect ' , color : ' # 000' } ) ) ; win.add ( card ) ; var card = ti.ui.android.createcardview ( { top : 20 , left : 20 , right : 20 , contentpaddingbottom : 20 , contentpaddingleft : 20 , contentpaddingright : 20 , contentpaddingtop : 20 , cardcornerradiu : 20 } ) ; card.add ( ti.ui.createlabel ( { text : 'pad and text not as expect ' , color : ' # 000' } ) ) ; win.add ( card ) ; var view = ti.ui.createview ( { top : 20 , left : 20 , right : 20 , height : ti.ui.s , borderradiu : 20 , backgroundcolor : 'white' } ) ; view.add ( ti.ui.createlabel ( { top : 20 , right : 20 , bottom : 20 , left : 20 , height : ti.ui.s , text : 'pad & radiu as expect ' , color : ' # 000' } ) ) ; win.add ( view ) ; win.open ( ) ; { code }",TIMOB-19798,5
"android : cardview layout properti work expect the new { { ti.ui.cardview } } [ documented|http : //appcelerator.github.io/appc-docs/latest/ # ! /api/titanium.ui.android.cardview-property-layout ] support { { layout } } properti - one would expect - behav expect . the follow sampl code attach screenshot demonstr none { { layout } } valu work whatev mechan use default composit sinc label align top left instead expect centr . the first card view wrap label show i 'd expect vertical-card like . howev , well show thew view fill parent normal . { code : javascript } var win = ti.ui.createwindow ( { backgroundcolor : 'white' } ) ; function createcard ( layout , wrap ) { var card = ti.ui.android.createcardview ( { top : 20 , width : ti.ui.fil , height : 160 , layout : layout } ) ; var view ; ( wrap ) { view = ti.ui.createview ( { layout : layout } ) ; card.add ( view ) ; } els { view = card ; } view.add ( ti.ui.createlabel ( { width : 50 , height : 100 , backgroundcolor : 'green ' , text : ( wrap ? 'refer ' : layout ) + ' green' } ) ) ; view.add ( ti.ui.createlabel ( { top : 10 , width : 100 , height : 50 , backgroundcolor : 'red ' , text : ( wrap ? 'refer ' : layout ) + ' red' } ) ) ; return card ; } var scrollview = ti.ui.createscrollview ( { layout : 'vertical' } ) ; scrollview.add ( createcard ( 'vertic ' , true ) ) ; scrollview.add ( createcard ( 'composit ' ) ) ; scrollview.add ( createcard ( 'vertic ' ) ) ; scrollview.add ( createcard ( 'horizont ' ) ) ; win.add ( scrollview ) ; win.open ( ) ; { code }",TIMOB-19796,8
"titanium_mobile_test fail without defaulticon.png when execut tio2 test suit titanium_mobile_test repo , fail miss defaulticon.png .",TIMOB-19788,5
"tio2 : io simul work tio2 use latest ioslib tio2 current launch simul use latest ioslib . execut * tio2 -s 5.1.0.v20151026164636 -p io -t simul -l debug ./ * titanium_mobile_test fail launch simul , even though 's built success .",TIMOB-19787,8
"android : modifi current/root activ 's content view app.j get overwritten default layout by default android tibaseact basic load app.j set default layout . when runtim execut async ( runtim thread ) layout get set user time modifi content view . if use hyperloop , abil modifi content view . so issu specif hyperloop run ui thread . we avoid overwrit default layout user 's app set content view activ .",TIMOB-19766,5
"android : scon crash target api 23 scon crash multipl error chang target build sdk 23 . step reproduc : 1.instal sdk 23 via android sdk manag . 2. sconstruct file ( titanium_mobil - > sconstruct ) , modifi android_sdk 23 ( line ) : sdk = androidsdk ( arguments.get ( `` android_sdk '' , none ) , 23 ) 3. run scon observ crash .",TIMOB-19420,5
"ios9 : ti.app.setforcesplashassnapshot ( true ) ; caus yellow multitask notif popup screen h6.issu descript when use method ti.app.setforcesplashassnapshot ( true ) ; either multitask prompt notif yellow screen shown . on earlier sdk show splash screen . h6.step reproduc 1 . build attach app xcode 7 beta6 2 . launch io simuat 3 . multi task , notic yellow screen , splash screen .",TIMOB-19419,8
"ios9 : upgrad coremot modul support bitcod , rewrit code base use xcode 7 { code } -fembed-bitcod { code } * other_cflag * you verifi use { code } otool -l library.a > output { code } check output file sectnam __bitcod",TIMOB-19386,8
ios9 : upgrad map modul support bitcod use xcode 7 { code } -fembed-bitcod { code } * other_cflag * you verifi use { code } otool -l library.a > output { code } check output file sectnam __bitcod,TIMOB-19385,3
"android : enabl build android m preview h5.descript : 1 . the android m preview sdk . 2 . thi new sdk also mark api 22 . 3 . while build unclear build android m android 5.1.1 api22 . 4 . remov android 5.1.1 & build fail error : { code } to target android sdk 22 , first must instal use android sdk manag . altern , set < uses-sdk > < android > < manifest > section tiapp.xml one follow instal android target sdk : 15 , 16 , 17 , 18 , 19 , 20 , 21 [ error ] : target android sdk 22 instal < ti : app xmln : ti= '' http : //ti.appcelerator.org '' > < android > < manifest > < uses-sdk android : minsdkversion= '' 10 '' android : targetsdkversion= '' 15 '' / > < /manifest > < /android > < /ti : app > titanium exit exit code 1 [ error ] applic instal abnorm process termin . process exit valu 1 { code } 5 . from error see tool n't consid android m api 22 ( although probabl api 23 goe ga ) . pleas fix test android m till time ga. * on look found folder android m platform folder insid android sdk name `` android-mnc '' might reason tool pick . *",TIMOB-18960,8
"io : fix segment fault ios-sim ios-sim recent start support watch app , new function introduc segment fault . ios-sim need clean probabl use arc manag memori .",TIMOB-18866,5
"io : fix packag watchkit app product current packag io app ( includ watchkit app ) app store , submit app itun connect , get email appl follow messag : { code } invalid watchkit support - the bundl contain invalid implement watchkit . the app may built sign non-compli pre-releas tool . visit developer.apple.com inform . { code } at point seem issu resolv ad folder file archiv submit . the detail regard workaround found : http : //jira.appcelerator.org/browse/timob-18337 ? focusedcommentid=349764 & page=com.atlassian.jira.plugin.system.issuetabpanel : comment-tabpanel # comment-349764 onc get posit respons jami mad ( timob-18337 ) need done cli",TIMOB-18840,5
window : search header n't visibl directori list the search bar/textfield n't visibl directori header . we need ot abl filter list .,TIMOB-18740,5
"window : listview section header ' label n't visibl you see space headers/group , 's noth visibl .",TIMOB-18739,5
"window : no way navig back directori profil corpor directori app onc navig directori individu profil user , 's way navig back . we _could_ hook back hardwar button go back window , could implement someth similar navigationgroup/window ( timob-17971 ) .",TIMOB-18734,8
"window : imag listview lay improperli in corpor directori app 's directori view , list sale engin profil pic entri . those imag mis-align .",TIMOB-18669,5
"window : map annot n't alway show map accord window doc , mapicon n't guarante shown , titl . we also current ignor annot color properti . we may want consid use imageview actual control instead mapicon tri ensur 's alway shown . see http : //msdn.microsoft.com/en-us/library/windows/apps/xaml/dn792121.aspx",TIMOB-18638,8
"window : initi map region n't alway obey i 'm see initi locat somewher south pacif ocean , middl water , follow code exampl : { code : javascript } var map = requir ( 'ti.map ' ) ; var win = titanium.ui.createwindow ( { backgroundcolor : 'red' } ) ; var mountainview = map.createannot ( { latitude:37.390749 , longitud : -122.081651 , titl : '' appceler headquart '' , subtitl : 'mountain view , ca ' , pincolor : map.annotation_r , myid:1 // custom properti uniqu identifi annot . } ) ; var mapview = map.createview ( { maptyp : map.normal_typ , region : { latitud : 37.390749 , longitud : -122.081651 , latitudedelta:0.00 , longitudedelta:0.00 } , anim : true , regionfit : true , userloc : true , annot : [ mountainview ] } ) ; win.add ( mapview ) ; win.open ( ) ; { code } i 'm sure 's tri set region earli , use wrong coordin , .",TIMOB-18637,5
"window : modul gener use bad format gener file the gener hpp file use 2 space indent , use tab charact ( display 4-space width ) ; inner namespac ( ui ) indent , ; 's also empti line namespac , n't ; the curli brace next line , n't ; the close inner namespac ( ui ) n't trail comment , ; 's space jsexport n't . here 's gener : { code : cpp } # ifndef _titaniumwindows_tableviewrow_hpp_ # defin _titaniumwindows_tableviewrow_hpp_ # includ `` .. /detail/uibase.hpp '' namespac titaniumwindow { namespac ui { use namespac hal ; / * ! @ class @ discuss thi titanium.ui.tableviewrow implement window . * / class titaniumwindows_ui_export tableviewrow final : public titanium : :ui : :tableviewrow , public jsexport < tableviewrow > { // ... } ; } } // namespac titaniumwindow # endif // _titaniumwindows_tableviewrow_hpp_ { code } versu good exampl : { code : cpp } # ifndef _titaniumwindows_ui_textfield_hpp_ # defin _titaniumwindows_ui_textfield_hpp_ # includ `` titaniumwindows/ui/detail/uibase.hpp '' # includ `` viewbase.hpp '' namespac titaniumwindow { namespac ui { use namespac hal ; / * ! @ class @ discuss thi titanium.ui.textfield implement window . * / class titaniumwindows_ui_export textfield final : public titanium : :ui : :textfield , public jsexport < textfield > , public viewbas { // ... } ; } // namespac ui } // namespac titaniumwindow # endif // _titaniumwindows_ui_textfield_hpp_ { code } on cpp side , 's much closer . the inner namespac indent , n't ; close inner namespac n't trail comment .",TIMOB-18521,3
"window : refer ti.platform.displaycap crash app the corpor directori app refer ti.platform.displaycaps.dpi , crash app due assert display__ field null . it appear n't yet properli implement when/how popul variabl .",TIMOB-18458,8
"window : cmakelist templat gener bad path nest folder resourc there 's two issu gener cmakelists.txt templat : - nest folder use slash variabl name , rather replac slash underscor ( first get replac , slash ) - the incorrect slash use design destin rel path insid app . we need use '\ ' , use '/ ' . as result tri build app visual studio complain unabl find file exist .",TIMOB-18457,5
ios8 : ti.ui.iphone.modal_transition_style_partial_curl work properli * step reproduc : * 1 . instal ks io 8 devic . 2 . navig baseui > modalwindow 3.choos partial curl option first picker option second picker . 4 . click show modal button . { color : red } * actual result : * { color } option `` ti.ui.iphone.modal_transition_style_partial_curl '' modaltransitionstyl properti work expect one corner current view curl reveal modal view underneath . whole underneath modal view visibl . no curl view visibl . { color : green } * expect result : * { color } each pair select show correct anim . for option `` ti.ui.iphone.modal_transition_style_partial_curl '' modaltransitionstyl properti one corner current view must curl reveal modal view underneath .,TIMOB-17396,5
ios8 : kitchensink : view > option dialog : pop show ipad step reproduc : 1 . instal ks io 8 devic . 2 . navig baseui > view > option dialog 3 . click option actual result : option dialog pop . expect result : option dialog pop shown expect option . note : same work fine iphon io 8 version . refer attach screenshot refer .,TIMOB-17395,5
"io : sdk 0 compil warn ( current 9 ) we 0 compil warn . an sdk produc even 1 compil warn never make qe . there 64-bit issu buri 159 warn , issu need fix sdk certifi 64-bit clean . thi appl 's guid make sourc code `` 64-bit clean '' : [ 64-bit transit guid cocoa touch|http : //developer.apple.com/library/ios/documentation/general/conceptual/cocoatouch64bitguid ]",TIMOB-16697,8
io : sdk 10 compil warn ( current 159 ) sdk 10 warn custom applic .,TIMOB-15118,8
address document issu appceler privat enedi instal address issu brought doc : http : //wiki.appcelerator.org/display/devops/enedis+on-premise+instal # enedison-premiseinstallation-3.docissues/quest,TIDOC-2699,4
except tab onto “ orientationmod ” properti window element add window element app design . go properti . use keyboard tab properti . when tab onto “ orientationmod ” properti window element . an except shown { code } ! messag unhandl event loop except ! stack 0 java.lang.nullpointerexcept visualui.views.visualuipropertylist $ optioneditingsupport.handlecombogetvalueextra ( visualuipropertylist.java:1121 ) visualui.views.visualuipropertylist $ optioneditingsupport.getvalu ( visualuipropertylist.java:1329 ) org.eclipse.jface.viewers.editingsupport.initializecelleditorvalu ( editingsupport.java:99 ) org.eclipse.jface.viewers.columnviewereditor.activatecelleditor ( columnviewereditor.java:199 ) org.eclipse.jface.viewers.columnviewereditor.handleeditoractivationev ( columnviewereditor.java:452 ) org.eclipse.jface.viewers.columnviewer.triggereditoractivationev ( columnviewer.java:675 ) org.eclipse.jface.viewers.columnviewereditor.processtraverseev ( columnviewereditor.java:568 ) org.eclipse.jface.viewers.columnviewereditor $ 5.keytravers ( columnviewereditor.java:254 ) org.eclipse.swt.widgets.typedlistener.handleev ( typedlistener.java:265 ) org.eclipse.swt.widgets.eventtable.sendev ( eventtable.java:84 ) org.eclipse.swt.widgets.display.sendev ( display.java:4199 ) org.eclipse.swt.widgets.widget.sendev ( widget.java:1467 ) org.eclipse.swt.widgets.widget.sendev ( widget.java:1490 ) org.eclipse.swt.widgets.widget.sendev ( widget.java:1475 ) org.eclipse.swt.widgets.control.travers ( control.java:4842 ) org.eclipse.swt.widgets.control.translatetravers ( control.java:4626 ) org.eclipse.swt.widgets.control.docommandbyselector ( control.java:1058 ) org.eclipse.swt.widgets.display.windowproc ( display.java:5730 ) org.eclipse.swt.internal.cocoa.os.objc_msgsendsup ( nativ method ) org.eclipse.swt.widgets.widget.callsup ( widget.java:221 ) org.eclipse.swt.widgets.widget.superkeydown ( widget.java:1908 ) org.eclipse.swt.widgets.widget.keydown ( widget.java:1085 ) org.eclipse.swt.widgets.control.keydown ( control.java:2400 ) org.eclipse.swt.widgets.display.windowproc ( display.java:5640 ) org.eclipse.swt.internal.cocoa.os.objc_msgsendsup ( nativ method ) org.eclipse.swt.widgets.widget.callsup ( widget.java:221 ) org.eclipse.swt.widgets.widget.windowsendev ( widget.java:2105 ) org.eclipse.swt.widgets.shell.windowsendev ( shell.java:2329 ) org.eclipse.swt.widgets.display.windowproc ( display.java:5702 ) org.eclipse.swt.internal.cocoa.os.objc_msgsendsup ( nativ method ) org.eclipse.swt.widgets.display.applicationsendev ( display.java:5139 ) org.eclipse.swt.widgets.display.applicationproc ( display.java:5288 ) org.eclipse.swt.internal.cocoa.os.objc_msgsend ( nativ method ) org.eclipse.swt.internal.cocoa.nsapplication.sendev ( nsapplication.java:128 ) org.eclipse.swt.widgets.display.readanddispatch ( display.java:3666 ) org.eclipse.e4.ui.internal.workbench.swt.partrenderingengin $ 9.run ( partrenderingengine.java:1151 ) org.eclipse.core.databinding.observable.realm.runwithdefault ( realm.java:332 ) org.eclipse.e4.ui.internal.workbench.swt.partrenderingengine.run ( partrenderingengine.java:1032 ) org.eclipse.e4.ui.internal.workbench.e4workbench.createandrunui ( e4workbench.java:148 ) org.eclipse.ui.internal.workbench $ 5.run ( workbench.java:636 ) org.eclipse.core.databinding.observable.realm.runwithdefault ( realm.java:332 ) org.eclipse.ui.internal.workbench.createandrunworkbench ( workbench.java:579 ) org.eclipse.ui.platformui.createandrunworkbench ( platformui.java:150 ) com.appcelerator.titanium.rcp.ideapplication.start ( ideapplication.java:126 ) org.eclipse.equinox.internal.app.eclipseapphandle.run ( eclipseapphandle.java:196 ) org.eclipse.core.runtime.internal.adaptor.eclipseapplauncher.runappl ( eclipseapplauncher.java:134 ) org.eclipse.core.runtime.internal.adaptor.eclipseapplauncher.start ( eclipseapplauncher.java:104 ) org.eclipse.core.runtime.adaptor.eclipsestarter.run ( eclipsestarter.java:380 ) org.eclipse.core.runtime.adaptor.eclipsestarter.run ( eclipsestarter.java:235 ) sun.reflect.nativemethodaccessorimpl.invoke0 ( nativ method ) sun.reflect.nativemethodaccessorimpl.invok ( nativemethodaccessorimpl.java:62 ) sun.reflect.delegatingmethodaccessorimpl.invok ( delegatingmethodaccessorimpl.java:43 ) java.lang.reflect.method.invok ( method.java:498 ) org.eclipse.equinox.launcher.main.invokeframework ( main.java:648 ) org.eclipse.equinox.launcher.main.basicrun ( main.java:603 ) org.eclipse.equinox.launcher.main.run ( main.java:1465 ) org.eclipse.equinox.launcher.main.main ( main.java:1438 ) java.lang.nullpointerexcept visualui.views.visualuipropertylist $ optioneditingsupport.regeneratestatusbarstyl ( visualuipropertylist.java:1550 ) visualui.views.visualuipropertylist $ optioneditingsupport.setvalu ( visualuipropertylist.java:2014 ) org.eclipse.jface.viewers.editingsupport.savecelleditorvalu ( editingsupport.java:113 ) org.eclipse.jface.viewers.columnviewereditor.saveeditorvalu ( columnviewereditor.java:463 ) org.eclipse.jface.viewers.columnviewereditor.applyeditorvalu ( columnviewereditor.java:319 ) org.eclipse.jface.viewers.columnviewereditor.handleeditoractivationev ( columnviewereditor.java:446 ) org.eclipse.jface.viewers.columnviewer.triggereditoractivationev ( columnviewer.java:675 ) org.eclipse.jface.viewers.columnviewer.handlemousedown ( columnviewer.java:650 ) org.eclipse.jface.viewers.columnviewer.access $ 0 ( columnviewer.java:646 ) org.eclipse.jface.viewers.columnview $ 1.mousedown ( columnviewer.java:95 ) org.eclipse.swt.widgets.typedlistener.handleev ( typedlistener.java:192 ) org.eclipse.swt.widgets.eventtable.sendev ( eventtable.java:84 ) org.eclipse.swt.widgets.display.sendev ( display.java:4199 ) org.eclipse.swt.widgets.widget.sendev ( widget.java:1467 ) org.eclipse.swt.widgets.widget.sendev ( widget.java:1490 ) org.eclipse.swt.widgets.widget.sendev ( widget.java:1475 ) org.eclipse.swt.widgets.widget.notifylisten ( widget.java:1279 ) org.eclipse.swt.widgets.display.rundeferredev ( display.java:4042 ) org.eclipse.swt.widgets.display.applicationnexteventmatchingmask ( display.java:4996 ) org.eclipse.swt.widgets.display.applicationproc ( display.java:5378 ) org.eclipse.swt.internal.cocoa.os.objc_msgsendsup ( nativ method ) org.eclipse.swt.widgets.widget.callsup ( widget.java:221 ) org.eclipse.swt.widgets.widget.mousedownsup ( widget.java:1101 ) org.eclipse.swt.widgets.tree.mousedownsup ( tree.java:2064 ) org.eclipse.swt.widgets.widget.mousedown ( widget.java:1093 ) org.eclipse.swt.widgets.control.mousedown ( control.java:2563 ) org.eclipse.swt.widgets.tree.mousedown ( tree.java:2032 ) org.eclipse.swt.widgets.display.windowproc ( display.java:5638 ) org.eclipse.swt.internal.cocoa.os.objc_msgsendsup ( nativ method ) org.eclipse.swt.widgets.widget.callsup ( widget.java:221 ) org.eclipse.swt.widgets.widget.windowsendev ( widget.java:2105 ) org.eclipse.swt.widgets.shell.windowsendev ( shell.java:2329 ) org.eclipse.swt.widgets.display.windowproc ( display.java:5702 ) org.eclipse.swt.internal.cocoa.os.objc_msgsendsup ( nativ method ) org.eclipse.swt.widgets.display.applicationsendev ( display.java:5139 ) org.eclipse.swt.widgets.display.applicationproc ( display.java:5288 ) org.eclipse.swt.internal.cocoa.os.objc_msgsend ( nativ method ) org.eclipse.swt.internal.cocoa.nsapplication.sendev ( nsapplication.java:128 ) org.eclipse.swt.widgets.display.readanddispatch ( display.java:3666 ) org.eclipse.e4.ui.internal.workbench.swt.partrenderingengin $ 9.run ( partrenderingengine.java:1151 ) org.eclipse.core.databinding.observable.realm.runwithdefault ( realm.java:332 ) org.eclipse.e4.ui.internal.workbench.swt.partrenderingengine.run ( partrenderingengine.java:1032 ) org.eclipse.e4.ui.internal.workbench.e4workbench.createandrunui ( e4workbench.java:148 ) org.eclipse.ui.internal.workbench $ 5.run ( workbench.java:636 ) org.eclipse.core.databinding.observable.realm.runwithdefault ( realm.java:332 ) org.eclipse.ui.internal.workbench.createandrunworkbench ( workbench.java:579 ) org.eclipse.ui.platformui.createandrunworkbench ( platformui.java:150 ) com.appcelerator.titanium.rcp.ideapplication.start ( ideapplication.java:126 ) org.eclipse.equinox.internal.app.eclipseapphandle.run ( eclipseapphandle.java:196 ) org.eclipse.core.runtime.internal.adaptor.eclipseapplauncher.runappl ( eclipseapplauncher.java:134 ) org.eclipse.core.runtime.internal.adaptor.eclipseapplauncher.start ( eclipseapplauncher.java:104 ) org.eclipse.core.runtime.adaptor.eclipsestarter.run ( eclipsestarter.java:380 ) org.eclipse.core.runtime.adaptor.eclipsestarter.run ( eclipsestarter.java:235 ) sun.reflect.nativemethodaccessorimpl.invoke0 ( nativ method ) sun.reflect.nativemethodaccessorimpl.invok ( nativemethodaccessorimpl.java:62 ) sun.reflect.delegatingmethodaccessorimpl.invok ( delegatingmethodaccessorimpl.java:43 ) java.lang.reflect.method.invok ( method.java:498 ) org.eclipse.equinox.launcher.main.invokeframework ( main.java:648 ) org.eclipse.equinox.launcher.main.basicrun ( main.java:603 ) org.eclipse.equinox.launcher.main.run ( main.java:1465 ) org.eclipse.equinox.launcher.main.main ( main.java:1438 ) { code },GB-561,3
"handl properti view refresh ( ) grace while fix gb-539 , found mani instanc viewer.refresh ( ) call filteredtre ( within properti view ) . we need grace handl avoid refresh entir tree model chang happen particular node .",GB-553,8
appcd : logcat crash daemon run { { appcd logcat } } caus daemon bad day .,DAEMON-67,5
"appcd-nodej : need download sign node execut maco download node execut tarbal sign show dialog firewal enabl , go often . instead , need download pkg instal manual extract node execut .",DAEMON-40,5
"sourc map report incorrect `` file '' valu the gener sourc map alloy report incorrect `` file '' valu , intend gener js file 's path . ( report similar path , platform folder strip )",ALOY-1691,5
"sourcemap gener file lib h5.descript alloy gener sourcemap file { { lib } } accord aloy-616 current occur . it look like broken aloy-1262 check whether target file ( i.e file 're write exist ) rather file 're gener sourcemap . h5.step reproduc 1 . compil kitchensink-v2 { { \ [ appc\ ] alloy compil -- config platform=io } } 2 . check sourcemap directori { { ls ./build/map/resources/iphon } } h5.expect there { { actionbar.js.map } } , { { logger.js.map } } , , { { permissions.js.map } } file folder h5.actual those file exist",ALOY-1690,5
"unabl use es6 import/export alloy control due bad code gener if add import export alloy control , pars code handl use babel/babylon instead uglifi . but , n't `` hoist '' imports/export top gener code , becom embed underneath function invalid es6 code . import export must `` move '' global top-level els code invalid . i.e . { code : javascript } import 'foo ' 'bar ' ; export const foo = math.sqrt ( 2 ) ; { code } on relat note , n't realli `` handl '' es6 imports/export anyway line , 's anoth ticket address titanium cli/build use babel transpil gener requir ( wider js commun settl handl modul vs script differ imports/export )",ALOY-1574,5
