Bug text root form,issue key,Story point
"libprocess test fail use libev 2.1.8 run { { libprocess-test } } meso compil { { -- enable-libev -- enable-ssl } } oper system use libev 2.1.8 , ssl relat test fail like { noformat } [ run ] ssltest.sslsocket i0207 15:20:46.017881 2528580544 openssl.cpp:419 ] ca file path unspecifi ! note : set ca file path libprocess_ssl_ca_file= < filepath > i0207 15:20:46.017904 2528580544 openssl.cpp:424 ] ca directori path unspecifi ! note : set ca directori path libprocess_ssl_ca_dir= < dirpath > i0207 15:20:46.017918 2528580544 openssl.cpp:429 ] will verifi peer certif ! note : set libprocess_ssl_verify_cert=1 enabl peer certif verif i0207 15:20:46.017923 2528580544 openssl.cpp:435 ] will verifi peer certif present ! note : set libprocess_ssl_require_cert=1 requir peer certif verif warn : log initgooglelog ( ) written stderr i0207 15:20:46.033001 2528580544 openssl.cpp:419 ] ca file path unspecifi ! note : set ca file path libprocess_ssl_ca_file= < filepath > i0207 15:20:46.033179 2528580544 openssl.cpp:424 ] ca directori path unspecifi ! note : set ca directori path libprocess_ssl_ca_dir= < dirpath > i0207 15:20:46.033196 2528580544 openssl.cpp:429 ] will verifi peer certif ! note : set libprocess_ssl_verify_cert=1 enabl peer certif verif i0207 15:20:46.033201 2528580544 openssl.cpp:435 ] will verifi peer certif present ! note : set libprocess_ssl_require_cert=1 requir peer certif verif .. / .. / .. /3rdparty/libprocess/src/tests/ssl_tests.cpp:257 : failur fail wait 15sec socket ( socket.get ( ) ) .recv ( ) [ fail ] ssltest.sslsocket ( 15196 ms ) { noformat } test fail { noformat } ssltest.sslsocket ssltest.noverifybadca ssltest.verifycertif ssltest.protocolmismatch ssltest.ecdhesupport ssltest.peeraddress ssltest.httpsget ssltest.httpspost ssltest.silentsocket ssltest.shutdownthensend sslverifyipadd/ssltest.basicsameprocess/0 , getparam ( ) = `` fals '' sslverifyipadd/ssltest.basicsameprocess/1 , getparam ( ) = `` true '' sslverifyipadd/ssltest.basicsameprocessunix/0 , getparam ( ) = `` fals '' sslverifyipadd/ssltest.basicsameprocessunix/1 , getparam ( ) = `` true '' sslverifyipadd/ssltest.requirecertificate/0 , getparam ( ) = `` fals '' sslverifyipadd/ssltest.requirecertificate/1 , getparam ( ) = `` true '' { noformat }",MESOS-7076,8.0
"the linux filesystem isol set mode ownership host volum . if host path rel path , linux filesystem isol set mode ownership host volum sinc allow non-root user write volum . note case share host fileysystem ( without rootf ) .",MESOS-7069,2.0
"ioswitchboard fd leak container launch fail -- lead deadlock if contain launch path fail actual launch contain , fd alloc contain ioswitchboard isol leak . thi lead deadlock destroy path ioswitchboard shutdown fd alloc contain close . sinc switchboard n't shutdown , futur return 'cleanup ( ) ' function never satisfi . we need gener purpos method close ioswitchboard fd fail launch path .",MESOS-7050,2.0
send sigkil sigterm ioswitchboard contain termin . thi follow mesos-6664,MESOS-7042,2.0
"updat framework author support multipl role current master assum framework singl role , see { { master : :authorizeframework } } . thi code updat support framework multipl role . in particular get author framework 's princip regist framework 's role .",MESOS-7022,3.0
"chang ` environment.variable.valu ` requir option to prepar futur work enabl modular fetch secret , chang { { environment.variable.valu } } field { { requir } } { { option } } . thi way , field left empti fill secret fetch modul .",MESOS-6991,2.0
"fix boost random gener initi window seed_rng : :seed_rng produc expect result window sinc use ` /dev/urandom ` file . 0:005 > k # child-sp retaddr call site 00 00000049 ` 22dfc108 00007ff6 ` 5193822f kernel32 ! createfilew ... 0e 00000049 ` 22dfc660 00007ff6 ` 502228fd mesos_ag ! boost : :uuid : :detail : :seed_rng : :seed_rng+0x3d [ : \repositories\mesoswin\build\3rdparty\boost-1.53.0\src\boost-1.53.0\boost\uuid\seed_rng.hpp @ 80 ] 0f 00000049 ` 22dfc690 00007ff6 ` 502591e3 mesos_ag ! boost : :uuid : :detail : :seed < boost : :random : :mersenne_twister_engin < unsign int,32,624,397,31,2567483615,11,4294967295,7,2636928640,15,4022730752,18,1812433253 > > +0x4d [ : \repositories\mesoswin\build\3rdparty\boost-1.53.0\src\boost-1.53.0\boost\uuid\seed_rng.hpp @ 246 ] 10 00000049 ` 22dfc790 00007ff6 ` 50395518 mesos_ag ! boost : :uuid : :basic_random_gener < boost : :random : :mersenne_twister_engin < unsign int,32,624,397,31,2567483615,11,4294967295,7,2636928640,15,4022730752,18,1812433253 > > : :basic_random_gener < boost : :random : :mersenne_twister_engin < unsign int,32,624,397,31,2567483615,11,4294967295,7,2636928640,15,4022730752,18,1812433253 > > +0xd3 [ : \repositories\mesoswin\build\3rdparty\boost-1.53.0\src\boost-1.53.0\boost\uuid\random_generator.hpp @ 50 ] 11 00000049 ` 22dfc800 00007ff6 ` 500ad140 mesos_ag ! id : :uuid : :random+0x78 [ : \repositories\mesoswin\3rdparty\stout\include\stout\uuid.hpp @ 49 ] 12 00000049 ` 22dfc870 00007ff6 ` 5007ff55 mesos_ag ! meso : :intern : :slave : :framework : :launchexecutor+0x70 [ : \repositories\mesoswin\src\slave\slave.cpp @ 6301 ] 13 00000049 ` 22dfd520 00007ff6 ` 502a0a35 mesos_ag ! meso : :intern : :slave : :slave : :_run+0x2455 [ : \repositories\mesoswin\src\slave\slave.cpp @ 1990 ] ... 0:005 > du @ rcx 000001d7 ` cc55fb60 `` /dev/urandom ''",MESOS-6973,1.0
"launch two task docker imag simultan may caus stage dir never clean if user launch two task docker imag simultan ( e.g. , run { { mesos-executor } } twice docker imag ) , stage directori second task never clean , like : { code } └── store └── docker ├── layer │ ... ├── stage │ └── a6rxwc └── storedimag { code }",MESOS-6950,2.0
"improv health check valid . the `` gener '' field also valid ( i.e. , ` timeout_second ` ) , similar 's done http : //reviews.apache.org/r/55458/",MESOS-6916,2.0
"zero health check timeout interpret liter . current zero health check timeout interpret liter , help sinc health check even get chanc finish . we suggest fix behaviour interpret zero { { durat : :max ( ) } } effect render timeout infinit .",MESOS-6908,1.0
"add test framework upgrad multi-rol capabl . framework upgrad multi-rol capabl long framework 's role remain . we consid framework role unchang * framework previous n't specifi { { role } } { { roles= ( ) } } , * framework previous { { role=a } } { { roles= ( a ) } } .",MESOS-6900,2.0
"reconsid process creation primit window window notion process hierarchi unix , kill group process requir us make sure process contain job object , act someth like cgroup . thi particularli import decid kill task , way reliabl unless process 'd like kill job object . thi caus us number issu ; big reason need fork command executor , reason task current unkil default executor . as clean issu , need think care process govern semant meso , map reliabl , simpl window implement .",MESOS-6892,5.0
"transit window away ` os : :killtre ` . window robust notion process hierarchi unix , thu function like ` os : :killtre ` alway critic limit semant mismatch unix window . we transit away function , replac someth similar kill cgroup .",MESOS-6868,3.0
"contain exec possibl task belong task group { { launchnestedcontainersess } } current requir parent contain executor ( http : //github.com/apache/mesos/blob/f89f28724f5837ff414dc6cc84e1afb63f3306e5/src/slave/http.cpp # l2189-l2211 ) . thi work command task , task contain id executor contain id . but wo n't work pod task whose contain id differ executor ’ contain id . in order resolv ticket , need allow launch child contain arbitrari level .",MESOS-6864,5.0
faulttolerancetest.frameworkreregist flaki observ intern ci : { noformat } [ 21:27:38 ] : [ step 11/11 ] /mnt/teamcity/work/4240ba9ddd0997c3/src/tests/fault_tolerance_tests.cpp:892 : failur [ 21:27:38 ] : [ step 11/11 ] valu : framework.valu [ `` registered_tim '' ] .a ( ) .a ( ) [ 21:27:38 ] : [ step 11/11 ] actual : 1482442093 [ 21:27:38 ] : [ step 11/11 ] expect : static_cast ( registertime.sec ( ) ) [ 21:27:38 ] : [ step 11/11 ] which : 1482442094 { noformat } look like anoth instanc mesos-4695 .,MESOS-6837,3.0
consecutive_failur 0 == 1 healthcheck . when defin healthcheck consecutive_failures=0 one would expect meso never kill task notifi failur . what seem happen instead meso handl consecutive_failures=0 consecutive_failures=1 kill task 1 failur . sinc 0 n't 1 seem bug result unexpect behaviour .,MESOS-6833,3.0
"mesos-this-captur clang-tidi check fals posit the { { mesos-this-captur } } clang-tidi check incorrectli trigger code , http : //github.com/apache/mesos/blob/d2117362349ab4c383045720f77d42b2d9fd6871/src/slave/containerizer/mesos/io/switchboard.cpp # l1487 we tighten matcher avoid trigger construct .",MESOS-6824,2.0
"enabl glog stack trace call thing like ` abort ` window current window build , call ` abort ` ( etc . ) simpli bail , stack trace . thi highli undesir . stack trace import oper cluster product . we work enabl behavior , includ possibl work glog add support current nativ support .",MESOS-6815,5.0
"check unreach task cach task id collis launch as discuss mesos-6785 , possibl crash master launch task reus id unreachable/partit task . a complet solut problem quit involv , increment improv easi : see task launch oper , reject launch attempt task id collid id per-framework { { unreachabletask } } cach . thi n't catch situat id reus , better noth .",MESOS-6805,2.0
"ssl socket lose byte case eof dure recent work ssl-enabl test libprocess ( mesos-5966 ) , discov bug { { libeventsslsocketimpl } } , wherein socket either fail receiv eof , lose data eof receiv . the { { libeventsslsocketimpl : :event_callback ( short event ) } } method immedi set pend { { recvrequest } } 's promis zero upon receipt eof . howev , time promis set , may actual data wait read libev . upon receipt eof , attempt read socket 's bufferev first ensur n't lose data previous receiv socket .",MESOS-6802,3.0
"ssl socket 's 'shutdown ( ) ' method broken we recent uncov two issu { { libeventsslsocketimpl : :shutdown } } method : * the introduct shutdown method paramet [ commit|http : //reviews.apache.org/r/54113/ ] mean implement 's method longer overrid default implement . in addit fix implement method 's signatur , add { { overrid } } specifi socket implement ' method ensur n't happen futur . * the { { libeventsslsocketimpl : :shutdown } } function actual shutdown ssl socket . the proper function shutdown ssl socket { { ssl_shutdown } } , call implement 's destructor . we move { { shutdown ( ) } } time method return , socket actual shutdown .",MESOS-6789,2.0
"ioswitchboardtest.killswitchboardcontainerdestroy flaki { noformat } [ run ] ioswitchboardtest.killswitchboardcontainerdestroy i1212 13:57:02.641043 2211 containerizer.cpp:220 ] use isol : posix/cpu , filesystem/posix , network/cni w1212 13:57:02.641438 2211 backend.cpp:76 ] fail creat 'overlay ' backend : overlaybackend requir root privileg , run user nrc w1212 13:57:02.641559 2211 backend.cpp:76 ] fail creat 'bind ' backend : bindbackend requir root privileg i1212 13:57:02.642822 2268 containerizer.cpp:594 ] recov container i1212 13:57:02.643975 2253 provisioner.cpp:253 ] provision recoveri complet i1212 13:57:02.644953 2255 containerizer.cpp:986 ] start contain 09e87380-00ab-4987-83c9-fa1c5d86717f executor 'executor ' framework i1212 13:57:02.647004 2245 switchboard.cpp:430 ] alloc pseudo termin '/dev/pts/54 ' contain 09e87380-00ab-4987-83c9-fa1c5d86717f i1212 13:57:02.652305 2245 switchboard.cpp:596 ] creat i/o switchboard server ( pid : 2705 ) listen socket file '/tmp/mesos-io-switchboard-b4af1c92-6633-44f3-9d35-e0e36edaf70a ' contain 09e87380-00ab-4987-83c9-fa1c5d86717f i1212 13:57:02.655513 2267 launcher.cpp:133 ] fork child pid '2706 ' contain '09e87380-00ab-4987-83c9-fa1c5d86717f' i1212 13:57:02.655732 2267 containerizer.cpp:1621 ] checkpoint contain 's fork pid 2706 '/tmp/ioswitchboardtest_killswitchboardcontainerdestroyed_me5crx/meta/slaves/frameworks/executors/executor/runs/09e87380-00ab-4987-83c9-fa1c5d86717f/pids/forked.pid' i1212 13:57:02.726306 2265 containerizer.cpp:2463 ] contain 09e87380-00ab-4987-83c9-fa1c5d86717f exit i1212 13:57:02.726352 2265 containerizer.cpp:2100 ] destroy contain 09e87380-00ab-4987-83c9-fa1c5d86717f run state e1212 13:57:02.726495 2243 switchboard.cpp:861 ] unexpect termin i/o switchboard server : 'ioswitchboard ' exit signal : kill contain 09e87380-00ab-4987-83c9-fa1c5d86717f i1212 13:57:02.726563 2265 launcher.cpp:149 ] ask destroy contain 09e87380-00ab-4987-83c9-fa1c5d86717f e1212 13:57:02.783607 2228 switchboard.cpp:799 ] fail remov unix domain socket file '/tmp/mesos-io-switchboard-b4af1c92-6633-44f3-9d35-e0e36edaf70a ' contain '09e87380-00ab-4987-83c9-fa1c5d86717f ' : no file directori .. / .. /mesos/src/tests/containerizer/io_switchboard_tests.cpp:661 : failur valu : wait.get ( ) - > reason ( ) .size ( ) == 1 actual : fals expect : true * * * abort 1481579822 ( unix time ) tri `` date -d @ 1481579822 '' use gnu date * * * pc : @ 0x1bf16d0 test : :unittest : :addtestpartresult ( ) * * * sigsegv ( @ 0x0 ) receiv pid 2211 ( tid 0x7faed7d078c0 ) pid 0 ; stack trace : * * * @ 0x7faecf855100 ( unknown ) @ 0x1bf16d0 test : :unittest : :addtestpartresult ( ) @ 0x1be6247 test : :intern : :asserthelp : :operator= ( ) @ 0x19ed751 meso : :intern : :test : :ioswitchboardtest_killswitchboardcontainerdestroyed_test : :testbodi ( ) @ 0x1c0ed8c test : :intern : :handlesehexceptionsinmethodifsupport < > ( ) @ 0x1c09e74 test : :intern : :handleexceptionsinmethodifsupport < > ( ) @ 0x1beb505 test : :test : :run ( ) @ 0x1bebc88 test : :testinfo : :run ( ) @ 0x1bec2c test : :testcas : :run ( ) @ 0x1bf2ba8 test : :intern : :unittestimpl : :runalltest ( ) @ 0x1c0f9b1 test : :intern : :handlesehexceptionsinmethodifsupport < > ( ) @ 0x1c0a9f2 test : :intern : :handleexceptionsinmethodifsupport < > ( ) @ 0x1bf18ee test : :unittest : :run ( ) @ 0x11bc9e3 run_all_test ( ) @ 0x11bc599 main @ 0x7faece663b15 __libc_start_main @ 0xa9c219 ( unknown ) { noformat }",MESOS-6784,1.0
"the 'http : :connect ( address ) ' alway use default_kind ( ) socket even ssl undesir . the 'http : :connect ( address ) ' variant 'http : :connect ( ) ' current support ssl . howev , ssl enabl , default 'socket : :creat ( ) ' call use 'default_kind ( ) ' socket set ssl . thi caus problem 'connect ( ) ' becuus creat socket 'kind ' ssl without way overrid .",MESOS-6775,1.0
reach unreach statement < path > /mesos/src/slave/containerizer/mesos/launch.cpp:766 thi error messag pop unexpect place ( e.g . run launch_nested_container_sess invalid command pass ) . we like remov unreach ( ) statement 's obvious reachabl case command tri launch found .,MESOS-6767,1.0
ioswitchboardservertest.attachoutput check failur run multipl time . i easili repo issu dev centos7 box follow command : { noformat } glog_v=1 bin/mesos-tests.sh -- gtest_filter=ioswitchboardservertest.attachoutput -- verbos -- gtest_repeat=2 .... [ ========== ] run 1 test 1 test case . [ -- -- -- -- -- ] global test environ set-up . [ -- -- -- -- -- ] 1 test ioswitchboardservertest [ run ] ioswitchboardservertest.attachoutput i1208 10:46:31.574084 41813 poll_socket.cpp:209 ] socket error send : broken pipe /home/jie/workspace/mesos/src/tests/containerizer/io_switchboard_tests.cpp:265 : failur ( respons ) .failur ( ) : disconnect /home/jie/workspace/mesos/src/tests/containerizer/io_switchboard_tests.cpp:266 : failur ( respons ) .failur ( ) : disconnect f1208 10:46:31.574919 41751 future.hpp:1137 ] check fail : ! isfail ( ) futur : :get ( ) state == fail : disconnect * * * check failur stack trace : * * * @ 0x7fc3f35a633a googl : :logmessag : :fail ( ) @ 0x7fc3f35a6299 googl : :logmessag : :sendtolog ( ) @ 0x7fc3f35a5caa googl : :logmessag : :flush ( ) @ 0x7fc3f35a89d googl : :logmessagefat : :~logmessagefat ( ) @ 0xb6a352 process : :futur < > : :get ( ) @ 0x1a050f meso : :intern : :test : :ioswitchboardservertest_attachoutput_test : :testbodi ( ) @ 0x1c54ce2 test : :intern : :handlesehexceptionsinmethodifsupport < > ( ) @ 0x1c4fe00 test : :intern : :handleexceptionsinmethodifsupport < > ( ) @ 0x1c31491 test : :test : :run ( ) @ 0x1c31c14 test : :testinfo : :run ( ) @ 0x1c3225a test : :testcas : :run ( ) @ 0x1c38b34 test : :intern : :unittestimpl : :runalltest ( ) @ 0x1c55907 test : :intern : :handlesehexceptionsinmethodifsupport < > ( ) @ 0x1c50948 test : :intern : :handleexceptionsinmethodifsupport < > ( ) @ 0x1c3787a test : :unittest : :run ( ) @ 0x11cc653 run_all_test ( ) @ 0x11cc209 main @ 0x7fc3ecb61b15 __libc_start_main @ 0xab5e89 ( unknown ) abort ( core dump ) { noformat },MESOS-6759,3.0
"i/o switchboard deal case reap server fail . current , n't deal reap failur , .",MESOS-6756,3.0
"i/o switchboard inherit agent environ variabl . sinc libexec binari own meso . agent might environ variabl ( e.g. , ld_library_path ) need io switchboard server process .",MESOS-6748,1.0
"ioswitchboard n't properli flush data attach_container_output current close write end connect pipe exit switchboard , n't wait read flush exit . thi caus data get drop sinc process may exit reader flush . the current code : { noformat } void ioswitchboardserverprocess : :final ( ) { foreach ( httpconnect & connect , outputconnect ) { connection.clos ( ) ; } ( failure.issom ( ) ) { promise.fail ( failure- > messag ) ; } els { promise.set ( noth ( ) ) ; } } { noformat } we chang : { noformat } void ioswitchboardserverprocess : :final ( ) { foreach ( httpconnect & connect , outputconnect ) { connection.clos ( ) ; connection.clos ( ) .await ( ) ; } ( failure.issom ( ) ) { promise.fail ( failure- > messag ) ; } els { promise.set ( noth ( ) ) ; } } { noformat }",MESOS-6746,1.0
"the agent synchron ioswitchboard determin readi accept incom connect . current , agent way know ioswitchboard start readi listen incom connect . we add support synchron agent figur . the implement block launch path contain , rather incom connect ioswitchboard { { connect ( ) } } call .",MESOS-6737,2.0
"creat test filter stout test use ` symlink ` window , fail run admin",MESOS-6731,3.0
"reserv oper valid reserv resourc role resourc allocationinfo role when dynam reserv valid , current logic make sure reserv resourc role framework role ( see [ src/master/validation.cpp|http : //github.com/apache/mesos/blob/0228fa74c25f450478a6a5a42e1ca384c26db8bd/src/master/validation.cpp # l1539-l1544 ] ) : { code } ( frameworkrole.issom ( ) & & resource.rol ( ) ! = frameworkrole.get ( ) ) { return error ( `` a reserv oper attempt resourc role '' `` ' '' + resource.rol ( ) + `` ' , framework reserv '' `` resourc role ' '' + frameworkrole.get ( ) + `` ' '' ) ; } { code } with multi-rol framework , valid reserv resourc role resourc alloc role . pleas make sure distinguish dynam reserv framework http endpoint . if dynam reserv trigger framework , need valid . if done http endpoint , need valid role .",MESOS-6730,3.0
"check ` preferredtoolarchitectur ` set ` x64 ` window build if variabl set build , caus linker occasion hang forev , due msvc toolchain bug linker . we make easi develop check . if variabl set , display error messag explain .",MESOS-6720,2.0
should destroy debug contain agent recoveri . we need add support destroy debug contain agent recoveri . right contain stick around forev ( run complet ) .,MESOS-6718,3.0
port ` slave_recovery_tests.cpp ` http : //reviews.apache.org/r/65408/,MESOS-6713,3.0
remov unix domain socket path ioswitchboard : :cleanup we current leak unix domain socket file creat switchboard ` /tmp ` directori . we need clean properli .,MESOS-6689,1.0
"ioswitchboard recov spawn server pid agent restart we need proper recoveri io switchboard server pid across agent restart . as , agent restart way recov pid .",MESOS-6688,2.0
